"filename","title","date","author","categories","tags","tag_count"
"2016-03-09-meet-the-new-embarcadero-mvps.md","Meet the New Embarcadero MVPs","2016-03-09T19:51:23-07:00","Jim McKeeth","","MVP (30)","1"
"2016-03-15-what-is-your-favorite-delphi-demo.md","What is Your Favorite Delphi Demo?","2016-03-15T21:47:40-06:00","Jim McKeeth","News","News (232)","1"
"2016-03-23-embarcadero-mvp-of-the-year-for-2015-stefan-glienke.md","Embarcadero MVP of the Year for 2015 ? Stefan Glienke","2016-03-23T09:55:53-06:00","Jim McKeeth","News","MVP (30), News (232)","2"
"2016-04-06-mvp-of-the-week-jens-fudge.md","MVP of the Week: Jens Fudge","2016-04-06T19:08:34-06:00","Jim McKeeth","","MVP (30)","1"
"2016-04-13-mvp-of-the-week-robert-love.md","MVP of the Week: Robert Love","2016-04-13T22:10:15-06:00","Jim McKeeth","News","Audio podCast (74), MVP (30), News (232), podcast (63)","4"
"2016-04-21-mvp-of-the-week-danny-wind.md","MVP of the Week: Danny Wind","2016-04-21T09:34:38-06:00","Jim McKeeth","News","MVP (30), News (232)","2"
"2016-04-25-where-is-the-activex-project-type-for-delphi-10-1-berlin.md","Where is the ActiveX Project Type for Delphi 10.1 Berlin?","2016-04-25T14:57:59-06:00","Jim McKeeth","News","10.1 (1), ActiveX (1), Berlin (1), delphi (91), News (232)","5"
"2016-04-27-mvp-of-the-week-yilmaz-yoru.md","MVP of the Week: Yilmaz Y??r??","2016-04-27T21:44:59-06:00","Jim McKeeth","News","Audio podCast (74), C++Builder (2), MVP (30), News (232), podcast (63), Video podCast (31)","6"
"2016-05-04-mvp-of-the-week-nick-hodges.md","MVP of the Week: Nick Hodges","2016-05-04T22:53:13-06:00","Jim McKeeth","News","MVP (30), News (232)","2"
"2016-05-12-mvp-of-the-week-bertie-buitendag.md","MVP of the Week: Bertie Buitendag","2016-05-12T01:01:19-06:00","Jim McKeeth","News","MVP (30), News (232)","2"
"2016-05-19-mvp-of-the-week-nirav-kaku.md","MVP of the Week: Nirav Kaku","2016-05-19T15:33:43-06:00","Jim McKeeth","News","MVP (30), News (232)","2"
"2016-05-23-more-new-mvps.md","More New MVPs","2016-05-23T19:23:39-06:00","Jim McKeeth","","MVP (30)","1"
"2016-05-26-1password-for-windows-is-written-in-delphi.md","1Password for Windows is Written in Delphi!","2016-05-26T07:29:45-06:00","Jim McKeeth","News","News (232)","1"
"2016-06-01-mvp-of-the-week-alister-christie.md","MVP of the Week: Alister Christie","2016-06-01T14:11:13-06:00","Jim McKeeth","News","MVP (30), News (232)","2"
"2016-06-02-what-is-delphis-dna.md","What is Delphi?s DNA?","2016-06-02T19:52:24-06:00","Jim McKeeth","","Article (7)","1"
"2016-06-03-firemonkey-and-the-android-misconception.md","FireMonkey and the Android Misconception","2016-06-03T12:41:41-06:00","Jim McKeeth","News","Article (7), Mobile (32), News (232)","3"
"2016-06-04-1passwords-components.md","More on 1Password?s Components","2016-06-04T21:36:41-06:00","Jim McKeeth","News","Article (7), News (232)","2"
"2016-06-06-cool-app-contender-hop-hunger-obesity-prevention-app.md","Cool App Contender: HOP (Hunger Obesity Prevention) App","2016-06-06T06:38:45-06:00","Jim McKeeth","News","Internet of Things (3), iOS (26), Mobile (32), News (232)","4"
"2016-06-07-cool-app-contender-atlasbuilder.md","Cool App Contender: AtlasBuilder","2016-06-07T06:41:30-06:00","Jim McKeeth","News","News (232)","1"
"2016-06-08-cool-app-contender-briskbard.md","Cool App Contender: BriskBard","2016-06-08T20:19:16-06:00","Jim McKeeth","News","News (232)","1"
"2016-06-09-cool-app-contender-rain-in-denmark.md","Cool App Contender: Rain in Denmark","2016-06-09T08:04:54-06:00","Jim McKeeth","News","News (232)","1"
"2016-06-10-mimix-3d-profile-scanner.md","Cool App Contender: Mimix 3D Profile Scanner","2016-06-10T08:57:14-06:00","Jim McKeeth","News","News (232)","1"
"2016-06-15-cool-app-contender-alignmix-professional.md","Cool App Contender: AlignMix Professional","2016-06-15T00:34:32-06:00","Jim McKeeth","News","News (232)","1"
"2016-06-15-mvp-of-the-week-german-estevez.md","MVP of the Week: Germ??n Est??vez","2016-06-15T15:17:32-06:00","Jim McKeeth","News","MVP (30), News (232)","2"
"2016-06-18-cool-app-contender-floccipender-the-word-descrambler.md","Cool App Contender: Floccipender the Word Descrambler","2016-06-18T14:21:39-06:00","Jim McKeeth","News","News (232)","1"
"2016-06-29-mvp-spotlight-jordi-corbilla.md","MVP Spotlight: Jordi Corbilla","2016-06-29T16:28:39-06:00","Jim McKeeth","News","MVP (30), News (232)","2"
"2016-07-06-mvp-spotlight-cary-jensen.md","MVP Spotlight: Cary Jensen","2016-07-06T12:23:59-06:00","Jim McKeeth","","MVP (30)","1"
"2016-07-13-mvp-spotlight-dr-bob-swart.md","MVP Spotlight: Dr. Bob Swart","2016-07-13T21:19:32-06:00","Jim McKeeth","News","MVP (30), News (232)","2"
"2016-07-21-top-10-reasons-to-be-a-delphi-developer.md","Top 10 Reasons to be a Delphi Developer","2016-07-21T16:13:51-06:00","Jim McKeeth","News","News (232)","1"
"2016-07-22-top-11-computer-programmers-of-all-time.md","Top 11 Computer Programmers of All Time","2016-07-22T18:51:07-06:00","Jim McKeeth","News","News (232)","1"
"2016-07-26-cool-app-contender-network-fool-card-game.md","Cool App Contender: Network Fool Card Game","2016-07-26T02:04:54-06:00","Jim McKeeth","News","Cool Apps (3), News (232)","2"
"2016-08-02-cool-app-contender-sumotori-de-chu.md","Cool App Contender: SUMOTORI DE CHU","2016-08-02T10:28:00-06:00","Jim McKeeth","News","Cool Apps (3), News (232)","2"
"2016-08-03-mvp-spotlight-samuel-muka-david.md","MVP Spotlight: Samuel ?Muka? David","2016-08-03T00:34:27-06:00","Jim McKeeth","News","MVP (30), News (232)","2"
"2016-08-09-mvp-spotlight-eli-of-fmxexpress-com.md","MVP Spotlight: Eli of FMXExpress.com","2016-08-09T20:56:11-06:00","Jim McKeeth","","MVP (30)","1"
"2016-08-17-the-trouble-with-lists-of-programmers.md","The Trouble with Lists of Programmers","2016-08-17T22:30:32-06:00","Jim McKeeth","News","News (232)","1"
"2016-08-24-blaise-pascal-issue-53-with-atanas-popov-interview.md","Blaise Pascal Issue 53 with Atanas Popov Interview","2016-08-24T10:56:48-06:00","Jim McKeeth","News","News (232)","1"
"2016-08-24-get-a-copy-of-marcos-object-pascal-handbook-with-delphi-starter.md","Get a Copy of Marco?s Object Pascal Handbook with Delphi Starter","2016-08-24T17:07:01-06:00","Jim McKeeth","News","News (232)","1"
"2016-08-30-mvp-spotlight-holger-flick.md","MVP Spotlight: Holger Flick","2016-08-30T16:58:43-06:00","Jim McKeeth","News","MVP (30), News (232)","2"
"2016-10-01-3-webinar-replays-windows-10-cool-apps-migration.md","3 Webinar Replays: Windows 10, Cool Apps & Migration","2016-10-01T15:48:13-06:00","Jim McKeeth","","webinar (23)","1"
"2016-10-04-firemonkey-vs-vcl.md","FireMonkey vs. VCL","2016-10-04T18:32:13-06:00","Jim McKeeth","","design (5), FireMonkey (7), User Interface (1), VCL (3)","4"
"2017-01-23-rebooting-the-podcast-with-nick-hodges.md","Rebooting the Podcast with Nick Hodges","2017-01-23T21:09:47-07:00","Jim McKeeth","News","News (232)","1"
"2017-01-24-checkout-the-embarcadero-competitions.md","Checkout the Embarcadero Competitions!","2017-01-24T15:40:06-07:00","Jim McKeeth","News","News (232)","1"
"2017-01-30-now-with-more-cbuilder-and-david-millington.md","Now with More C++Builder and David Millington","2017-01-30T18:50:38-07:00","Jim McKeeth","","Audio podCast (74), podcast (63)","2"
"2017-02-06-cool-apps-niagara-falls.md","Cool Apps & Niagara Falls","2017-02-06T21:22:35-07:00","Jim McKeeth","","Audio podCast (74), podcast (63)","2"
"2017-02-13-ilovedelphi-how-about-you.md","#ILoveDelphi How About You?","2017-02-13T12:05:38-07:00","Jim McKeeth","News","News (232), Request for feedback (3)","2"
"2017-02-14-the-craig-chapman-iot-episode.md","The Craig Chapman IoT Episode","2017-02-14T18:15:54-07:00","Jim McKeeth","","Audio podCast (74), devices (8), podcast (63)","3"
"2017-02-17-the-new-embarcadero-mvp-feed.md","The New Embarcadero MVP Feed","2017-02-17T18:53:33-07:00","Jim McKeeth","News","News (232)","1"
"2017-02-20-the-stephen-ball-smart-grid-episode.md","The Stephen Ball Smart Grid Episode","2017-02-20T23:47:24-07:00","Jim McKeeth","News","Audio podCast (74), News (232), podcast (63), Video podCast (31)","4"
"2017-02-20-using-tms-cloud-pack-to-integrate-your-apps-with-the-cloud.md","Using TMS Cloud Pack to Integrate Your Apps with the Cloud","2017-02-20T20:37:39-07:00","Jim McKeeth","","Cloud (3), FireMonk (1), iOS (26), macOS (1), TMS (2)","5"
"2017-02-24-delphis-dna-infographic.md","Delphi?s DNA Infographic","2017-02-24T11:02:29-07:00","Jim McKeeth","News","News (232)","1"
"2017-02-26-the-malcolm-groves-rubbish-bin-connection-episode.md","The Malcolm Groves Rubbish Bin Connection Episode","2017-02-26T20:57:59-07:00","Jim McKeeth","News","Audio podCast (74), Beacons (1), Iot (1), News (232), podcast (63)","5"
"2017-02-26-yes-starter-editions-is-free.md","Yes, Starter Editions is Free","2017-02-26T21:21:27-07:00","Jim McKeeth","News","News (232)","1"
"2017-02-28-nick-hodges-new-book-dependency-injection-in-delphi.md","Nick Hodges New Book: Dependency Injection In Delphi","2017-02-28T10:59:35-07:00","Jim McKeeth","News","News (232)","1"
"2017-03-01-join-us-for-live-coding.md","Join us for Live Coding!","2017-03-01T22:53:29-07:00","Jim McKeeth","","LiveCoding (1)","1"
"2017-03-17-making-the-huge-world-of-delphi-small-again.md","Making the Huge World of Delphi Small Again","2017-03-17T04:15:12-06:00","Jim McKeeth","News","News (232)","1"
"2017-03-17-meet-the-tokyo-engineers-mvp.md","Meet the Tokyo Engineers & MVP","2017-03-17T15:21:42-06:00","Jim McKeeth","News","MVP (30), News (232)","2"
"2017-03-20-the-sarina-dupont-self-driving-car-episode.md","The Sarina DuPont Self Driving Car Episode","2017-03-20T22:32:57-06:00","Jim McKeeth","","Audio podCast (74), podcast (63)","2"
"2017-03-20-whats-in-a-name-and-advocacy-defined.md","What?s In a Name and Advocacy Defined","2017-03-20T20:45:37-06:00","Jim McKeeth","News","News (232)","1"
"2017-03-23-meet-hosokawa-jun-our-japan-mvp.md","Meet HOSOKAWA Jun, our Japan MVP","2017-03-23T12:14:24-06:00","Jim McKeeth","","MVP (30)","1"
"2017-03-24-delphi-tokyo-10-2-wallpaper.md","Delphi Tokyo 10.2 Wallpaper","2017-03-24T11:55:24-06:00","Jim McKeeth","News","10.2 (1), linux (4), News (232), Penguin (1), Tokyo (1)","5"
"2017-03-25-firedac-memtable-editing-new-in-10-2-tokyo.md","FireDAC MemTable Editing ? New in 10.2 Tokyo","2017-03-25T13:08:47-06:00","Jim McKeeth","News","News (232), Source Code (33)","2"
"2017-03-28-advanced-http-hacking-webinar-code.md","Advanced HTTP Hacking Webinar Code","2017-03-28T20:27:44-06:00","Jim McKeeth","","Source Code (33)","1"
"2017-04-13-mvvm-mvc-rad-architectures-with-columbusegg4delphi.md","MVVM-MVC-RAD Architectures with ColumbusEgg4Delphi","2017-04-13T15:48:58-06:00","Jim McKeeth","","Architecture (4)","1"
"2017-04-20-the-niagara-falls-lighting-episode.md","The Niagara Falls Lighting Episode","2017-04-20T19:49:04-06:00","Jim McKeeth","","Audio podCast (74), Cool Apps (3), FireMonkey (7), LED Lights (1), Niagara Falls (1), podcast (63), TMS (2), VCL (3)","8"
"2017-04-21-keep-threading-in-mind.md","Keep Threading in Mind","2017-04-21T18:18:23-06:00","Jim McKeeth","News","News (232), Parallel Programming (1), PPL (1), threading (1)","4"
"2017-04-25-some-great-women-of-programming.md","Some Great Women of Programming","2017-04-25T16:03:57-06:00","Jim McKeeth","News","News (232)","1"
"2017-04-27-rapid-prototyping-mobile-projects-with-arduino-and-open-hardware.md","Rapid Prototyping Mobile Projects with Arduino and Open Hardware","2017-04-27T11:35:13-06:00","Jim McKeeth","News","News (232)","1"
"2017-05-29-holger-flick.md","Get Bit Episode with Holger Flick","2017-05-29T15:39:15-06:00","Jim McKeeth","","Audio podCast (74), MVP (30), podcast (63)","3"
"2017-06-06-simple-mobile-firedac-app.md","Simple Mobile FireDAC App","2017-06-06T04:07:39-06:00","Jim McKeeth","","FireDAC (5)","1"
"2017-06-06-the-april-2017-tokyo-hotfix-works-with-the-new-xcode-ios.md","The April 2017 Tokyo Hotfix Works with the new Xcode & iOS","2017-06-06T08:33:54-06:00","Jim McKeeth","News","iOS (26), News (232)","2"
"2017-06-14-really-bad-exception-abuse.md","Exceptionally Bad Exception Abuse","2017-06-14T20:31:46-06:00","Jim McKeeth","","Architecture (4), Funny (5)","2"
"2017-07-11-4-years-at-embarcadero.md","4 Years at Embarcadero Technologies","2017-07-11T23:50:00-06:00","Jim McKeeth","News","News (232)","1"
"2017-07-15-creating-a-bootable-usb-drive-on-macos-from-an-iso.md","Creating a Bootable USB Drive on macOS from an ISO","2017-07-15T23:23:14-06:00","Jim McKeeth","News","News (232)","1"
"2017-07-18-getting-technical-with-cary-jensen-and-firedac-episode-74.md","Getting Technical with Cary Jensen and FireDAC (Episode 74)","2017-07-18T22:51:09-06:00","Jim McKeeth","","Audio podCast (74), FireDAC (5), podcast (63)","3"
"2017-08-14-why-i-keep-choosing-delphi.md","Why I Keep Choosing Delphi","2017-08-14T15:32:29-06:00","Jim McKeeth","News","FireMonkey (7), MVP (30), News (232), VCL (3)","4"
"2017-10-18-robert-uncle-bob-martin-is-speaking-at-coderage-xii.md","Robert ?Uncle Bob? Martin is Speaking at CodeRage XII","2017-10-18T19:54:59-06:00","Jim McKeeth","News","Conferences (15), News (232)","2"
"2018-01-09-2018-new-years-coding-resolutions.md","Some of my New Year?s #CodingResolutions","2018-01-09T03:06:19-07:00","Jim McKeeth","News","News (232)","1"
"2018-01-10-curse-of-the-programmer.md","Law of the Instrument and Curse of the Programmer","2018-01-10T14:59:08-07:00","Jim McKeeth","News","Article (7), News (232)","2"
"2018-01-10-get-ready-for-the-new-programmers.md","Get Ready for the New Programmers!","2018-01-10T17:28:01-07:00","Jim McKeeth","News","Article (7), News (232)","2"
"2018-01-15-join-us-for-a-live-video-episode-of-the-podcast-at-delphi-org.md","Join us for a LIVE Video Episode of the Podcast at Delphi.org","2018-01-15T12:59:32-07:00","Jim McKeeth","News","News (232), podcast (63), Video podCast (31)","3"
"2018-01-23-live-tuesday-january-23rd-2018.md","LIVE! Tuesday, January 23rd, 2018","2018-01-23T10:20:55-07:00","Jim McKeeth","","podcast (63), Video podCast (31)","2"
"2018-01-29-live-episode-tuesday-january-30th-2018.md","LIVE! Episode Tuesday, January 30th, 2018","2018-01-29T17:50:12-07:00","Jim McKeeth","","podcast (63), Video podCast (31)","2"
"2018-02-06-single-board-computers-and-delphi-discussion-live.md","Single Board Computers and Delphi Discussion LIVE!","2018-02-06T20:47:33-07:00","Jim McKeeth","","podcast (63), Video podCast (31)","2"
"2018-02-07-delphi-and-the-blockchain-more-than-just-bitcoin-and-cryptocurrency.md","Delphi and the Blockchain: More than just Bitcoin and Cryptocurrency","2018-02-07T16:47:53-07:00","Jim McKeeth","","webinar (23)","1"
"2018-02-12-live-13-feb-2018-delphi-web-frameworks.md","LIVE! 13-Feb-2018 Delphi Web Frameworks","2018-02-12T09:27:38-07:00","Jim McKeeth","","Video podCast (31)","1"
"2018-02-14-collecting-multiple-pages-of-rest-results-in-a-single-memtable.md","Collecting Multiple Pages of REST Results in a Single MemTable","2018-02-14T19:49:36-07:00","Jim McKeeth","News","News (232)","1"
"2018-02-18-live-podcast-episode-on-programming-books.md","LIVE! Monday at 9 AM PST ? Podcast Episode on Programming Books","2018-02-18T11:45:44-07:00","Jim McKeeth","","podcast (63), Video podCast (31)","2"
"2018-02-25-live-episode-on-delphi-games-and-graphics-engines.md","LIVE! Episode on Delphi Games and Graphics Engines","2018-02-25T14:32:35-07:00","Jim McKeeth","","Video podCast (31)","1"
"2018-03-09-earlier-this-weeks-episode-on-cool-apps.md","Earlier this week?s episode on Cool Apps","2018-03-09T15:16:19-07:00","Jim McKeeth","","podcast (63), Video podCast (31)","2"
"2018-03-13-live-with-boian-mitov-of-mitov-software.md","LIVE! With Boian Mitov of Mitov Software","2018-03-13T10:27:57-06:00","Jim McKeeth","News","News (232), podcast (63), Video podCast (31)","3"
"2018-03-14-google-cloud-shell-network-details.md","Google Cloud Shell Network Details","2018-03-14T20:53:22-06:00","Jim McKeeth","","Cloud (3)","1"
"2018-03-23-live-with-tms-softwares-bruno-fierens-holger-flick.md","LIVE! with TMS Software?s Bruno Fierens, Wagner Landgraf & Holger Flick","2018-03-23T15:15:33-06:00","Jim McKeeth","","podcast (63), Video podCast (31)","2"
"2018-04-03-live-from-the-embarcadero-austin-office.md","LIVE! from the Embarcadero Austin Office","2018-04-03T12:21:39-06:00","Jim McKeeth","","podcast (63), Video podCast (31)","2"
"2018-05-04-3d-credits-scroll-with-delphi.md","3D Credits Scroll with Delphi","2018-05-04T18:46:56-06:00","Jim McKeeth","","3D (2), FireMonkey (7), Funny (5), Source Code (33), Star Wars (1)","5"
"2018-06-24-use-the-source.md","Use the Source!","2018-06-24T04:57:23-06:00","Jim McKeeth","News","News (232), search (1), search engines (2), Source Code (33)","4"
"2018-07-19-five-amazing-years-with-embarcadero.md","Celebrating Five Amazing Years with Embarcadero","2018-07-19T14:38:08-06:00","Jim McKeeth","News","News (232)","1"
"2018-08-31-api-limits-with-fdec.md","API Limits with #FDEC","2018-08-31T17:58:08-06:00","Jim McKeeth","News","Cloud (3), FireDAC (5), News (232), Source Code (33)","4"
"2018-10-25-10-3-rio-preview-in-brazil.md","Pictures from the 10.3 Rio Preview in Brazil","2018-10-25T08:49:59-06:00","Jim McKeeth","","Conferences (15), MVP (30)","2"
"2018-10-26-arduino-delphi-cosplay.md","Arduino & Delphi Cosplay","2018-10-26T16:16:49-06:00","Jim McKeeth","News","Arduino (1), Cosplay (1), Cyberpunk (1), delphi (91), News (232), Visuino (1)","6"
"2018-10-30-unexpected-benefit-of-inline-variables-compiler-directives.md","Unexpected Benefit of Inline Variables: Conditional Blocks","2018-10-30T17:05:10-06:00","Jim McKeeth","News","10.3 Rio (3), clean code (1), delphi (91), language features (1), News (232), Source Code (33)","6"
"2018-11-03-android-z-order-native-controls-and-10-3-rio.md","Android Z-Order, Native Controls, and 10.3 Rio","2018-11-03T17:07:29-06:00","Jim McKeeth","News","10.3 Rio (3), FireMonkey (7), News (232), Platform-Native (1), Z-Order (1)","5"
"2019-02-06-get-the-most-out-of-android-with-10-3-rio.md","Get the Most out of Android with 10.3 Rio","2019-02-06T02:26:58-07:00","Jim McKeeth","News","10.3 Rio (3), News (232), webinar (23)","3"
"2019-02-14-delphis-big-day-with-a-little-svg-fun.md","Delphi?s Big Day (with a little SVG fun!)","2019-02-14T20:28:40-07:00","Jim McKeeth","News","svg (1), delphi (91)","2"
"2019-04-01-animated-path-graphics-of-grace-hopper.md","Animated Path Graphics of Grace Hopper","2019-04-01T00:51:32-06:00","Jim McKeeth","News","News (232)","1"
"2019-04-26-webbroker-on-android-and-raspberry-pi-3.md","WebBroker on Android and Raspberry Pi 3","2019-04-26T00:37:19-06:00","Jim McKeeth","News","android (3), devices (8), News (232), Raspberry Pi (1), SBC (1), Source Code (33)","6"
"2019-06-07-manually-installing-android-sdk-ndk-and-java-for-firemonkey-development.md","Manually Installing Android SDK, NDK, and Java for FireMonkey Development","2019-06-07T00:55:20-06:00","Jim McKeeth","News","News (232)","1"
"2019-06-14-integrating-obs-studio-with-x-keys-xk-24-usb-keypad.md","Integrating OBS Studio with X-Keys XK-24 USB Keypad","2019-06-14T09:11:11-06:00","Jim McKeeth","News","News (232)","1"
"2019-10-08-pretty-printing-your-source-code.md","Pretty Printing Your Source Code","2019-10-08T17:33:10-06:00","Jim McKeeth","News","News (232), presentations (1), screenshot (1), Source Code (33), tools (1)","5"
"2020-07-28-reasons-not-to-use-delphi.md","13 Reasons NOT to use Delphi","2020-07-28T18:18:35-06:00","Jim McKeeth","News","delphi (91), humor (1), list (1), News (232), sarcasm (1)","5"
"2023-05-10-the-first-computer-program-in-delphi.md","The First Computer Program ? In Delphi","2023-05-10T13:59:33-06:00","Jim McKeeth","News","delphi (91), Delphi Projects (8), News (232)","3"
